IdVehicle|Latitude|Longitude|Speed|Odometer|UTCDate|EventType|RPM|BatteryLevel|CoolantTemperature|Course
A623B63BAB377FFE921B890815DD66CC|40,46083|-3,77113|72|45164,080|2026-01-01 00:00:13.0000000|3||||340
2E9F99BCE8D8AD9DBEEC27CC587770E0|37,94233|-1,16088|0|43224,900|2026-01-01 00:00:13.0000000|3|832|13,90|88,00|0
9C0ED66C3B7EFC9E720319C8C5010D88|36,64850|-4,50270|33|38515,004|2026-01-01 00:00:14.0000000|3||||34
2E9F99BCE8D8AD9DBEEC27CC587770E0|37,94233|-1,16088|0|43224,900|2026-01-01 00:00:15.0000000|3|828|13,90|88,00|0
39740895B5CF6EDD97B25AED2105B5C9|40,97668|-4,26534|6|56104,600|2026-01-01 00:00:15.0000000|3|757|13,80|-40,00|0
A623B63BAB377FFE921B890815DD66CC|40,46118|-3,77123|73|45164,120|2026-01-01 00:00:15.0000000|3||||352
661DF2DC9032CF155ED850B5A616B56A|40,97668|-4,26533|6|51439,328|2026-01-01 00:00:16.0000000|3||||348
39740895B5CF6EDD97B25AED2105B5C9|40,97669|-4,26535|4|56104,600|2026-01-01 00:00:16.0000000|3|744|13,80|-40,00|344
2E9F99BCE8D8AD9DBEEC27CC587770E0|37,94233|-1,16088|0|43224,900|2026-01-01 00:00:17.0000000|3|827|13,90|88,00|0
90D888157A9C7A412086FBAD70FB1206|43,28595|-2,98030|0|53686,000|2026-01-01 00:00:17.0000000|3333||12,60||0
399E951057C592CF6900CCAE0D26678E|39,21009|-1,05066|0|45199,500|2026-01-01 00:00:17.0000000|3333|0|11,90|,00|0
731E49422C02721E8F5D08487E93C7B0|40,40100|-3,39879|0|29518,800|2026-01-01 00:00:17.0000000|3333||||0
2E9F99BCE8D8AD9DBEEC27CC587770E0|37,94233|-1,16088|0|43224,900|2026-01-01 00:00:19.0000000|3|830|13,80|88,00|0
39740895B5CF6EDD97B25AED2105B5C9|40,97672|-4,26536|5|56104,600|2026-01-01 00:00:19.0000000|3|1728|13,90|-40,00|330
F5109CA07F00D82AEBA4ED859FF3534F|39,65654|2,94816|0|115617,300|2026-01-01 00:00:20.0000000|3||||
39740895B5CF6EDD97B25AED2105B5C9|40,97673|-4,26538|11|56104,600|2026-01-01 00:00:20.0000000|3|1757|13,90|-40,00|316
661DF2DC9032CF155ED850B5A616B56A|40,97673|-4,26535|8|-1,000|2026-01-01 00:00:20.0000000|3||||339
E4A86D3925C78AB3A2D095E08D8E350A|36,44317|-5,72947|132|12709,900|2026-01-01 00:00:20.0000000|3|1827|13,10|90,00|275
661DF2DC9032CF155ED850B5A616B56A|40,97675|-4,26537|12|-1,000|2026-01-01 00:00:21.0000000|3||||315
661DF2DC9032CF155ED850B5A616B56A|40,97677|-4,26541|14|-1,000|2026-01-01 00:00:22.0000000|3||||302
39740895B5CF6EDD97B25AED2105B5C9|40,97676|-4,26549|20|56104,600|2026-01-01 00:00:22.0000000|3|2984|13,90|-40,00|287
2E9F99BCE8D8AD9DBEEC27CC587770E0|37,94233|-1,16088|0|43224,900|2026-01-01 00:00:22.0000000|3|821|13,80|88,00|0
661DF2DC9032CF155ED850B5A616B56A|40,97678|-4,26547|21|-1,000|2026-01-01 00:00:23.0000000|3||||280
BD77016D8A0788FDEA33EBEEB7C3E8D9|38,31118|-,85286|23|122196,200|2026-01-01 00:00:23.0000000|3||||6
1131BB0121ABA99DB858DDFD28456353|40,40661|-3,74187|0|66570,600|2026-01-01 00:00:23.0000000|3333||||0
BD77016D8A0788FDEA33EBEEB7C3E8D9|38,31123|-,85287|21|122196,200|2026-01-01 00:00:24.0000000|3||||348
31FD3B0DDEC40533B13C80E2F3B2F8FB|37,48265|-5,98397|0|128725,800|2026-01-01 00:00:24.0000000|3|881|13,30|,00|
31FD3B0DDEC40533B13C80E2F3B2F8FB|37,48265|-5,98397|0|128725,800|2026-01-01 00:00:24.0000000|3|881|13,30|,00|
31FD3B0DDEC40533B13C80E2F3B2F8FB|37,48265|-5,98397|0|128725,800|2026-01-01 00:00:24.0000000|1||||
2E9F99BCE8D8AD9DBEEC27CC587770E0|37,94233|-1,16088|0|43224,900|2026-01-01 00:00:24.0000000|3|827|13,80|88,00|0
9C0ED66C3B7EFC9E720319C8C5010D88|36,64912|-4,50219|27|38515,086|2026-01-01 00:00:24.0000000|3||||34
661DF2DC9032CF155ED850B5A616B56A|40,97679|-4,26554|20|51439,349|2026-01-01 00:00:24.0000000|3||||272
A623B63BAB377FFE921B890815DD66CC|40,46276|-3,77107|37|45164,296|2026-01-01 00:00:25.0000000|3||||11
CB93A2A1863ECF85470DA0D2BF9AA87B|40,94431|-4,11442|0|20341,200|2026-01-01 00:00:25.0000000|3333||||0
661DF2DC9032CF155ED850B5A616B56A|40,97679|-4,26570|27|51439,363|2026-01-01 00:00:26.0000000|3||||271
2E9F99BCE8D8AD9DBEEC27CC587770E0|37,94233|-1,16088|0|43224,900|2026-01-01 00:00:26.0000000|3|831|13,80|88,00|0
23603919ED6539C6B1738C45DBF96B65|42,35866|1,45882|0|50871,000|2026-01-01 00:00:26.0000000|3333|0|12,50|,00|0
31FD3B0DDEC40533B13C80E2F3B2F8FB|37,48265|-5,98397|0|128725,800|2026-01-01 00:00:26.0000000|3|873|13,60|20,00|
BD77016D8A0788FDEA33EBEEB7C3E8D9|38,31127|-,85291|21|122196,200|2026-01-01 00:00:26.0000000|3||||329
A623B63BAB377FFE921B890815DD66CC|40,46289|-3,77097|30|-1,000|2026-01-01 00:00:27.0000000|3||||46
412F2C99A85A6388D05B782A6626EDAE|40,49439|-3,37206|0|44165,300|2026-01-01 00:00:27.0000000|3|951|14,50|44,00|
8181B0E41C401B2E43D76D21D06715D4|40,43467|-3,53287|0|64480,800|2026-01-01 00:00:28.0000000|3333|0|12,70|,00|0
2E9F99BCE8D8AD9DBEEC27CC587770E0|37,94233|-1,16088|0|43224,900|2026-01-01 00:00:28.0000000|3|830|13,80|88,00|0
661DF2DC9032CF155ED850B5A616B56A|40,97681|-4,26589|27|-1,000|2026-01-01 00:00:28.0000000|3||||279
C6ECFDD4FDAE4971CE5F869CBBA8D54D|39,89273|-,08532|0|21702,300|2026-01-01 00:00:29.0000000|3333||||
BD77016D8A0788FDEA33EBEEB7C3E8D9|38,31125|-,85305|21|122196,200|2026-01-01 00:00:29.0000000|3||||237
31FD3B0DDEC40533B13C80E2F3B2F8FB|37,48265|-5,98397|0|128725,800|2026-01-01 00:00:29.0000000|3|872|13,80|20,00|
A623B63BAB377FFE921B890815DD66CC|40,46292|-3,77080|25|45164,325|2026-01-01 00:00:29.0000000|3||||90
E42C1E321973869F005BF95D7E1AE733|36,64943|-4,50196|33|39036,100|2026-01-01 00:00:29.0000000|3||||31
C607C906850E00842DCAC5E5E97798B8|39,08229|-,59474|2|-1,000|2026-01-01 00:00:30.0000000|3333||||0
2E9F99BCE8D8AD9DBEEC27CC587770E0|37,94233|-1,16088|0|43224,900|2026-01-01 00:00:30.0000000|3|832|13,80|88,00|0
661DF2DC9032CF155ED850B5A616B56A|40,97684|-4,26607|27|51439,394|2026-01-01 00:00:30.0000000|3||||285
31FD3B0DDEC40533B13C80E2F3B2F8FB|37,48265|-5,98397|0|128725,800|2026-01-01 00:00:31.0000000|3|872|13,90|21,00|
7A28CF0E0618457C584DF3E2197574CC|43,37866|-4,64107|0|8202,900|2026-01-01 00:00:31.0000000|3333||12,20||0
2E9F99BCE8D8AD9DBEEC27CC587770E0|37,94237|-1,16091|0|43224,900|2026-01-01 00:00:32.0000000|3|830|13,80|88,00|0
31FD3B0DDEC40533B13C80E2F3B2F8FB|37,48265|-5,98397|0|128725,800|2026-01-01 00:00:33.0000000|3|878|13,90|21,00|
2E9F99BCE8D8AD9DBEEC27CC587770E0|37,94237|-1,16091|0|43224,900|2026-01-01 00:00:34.0000000|3|830|13,80|88,00|0
9C0ED66C3B7EFC9E720319C8C5010D88|36,64987|-4,50154|35|38515,189|2026-01-01 00:00:35.0000000|3||||41
31FD3B0DDEC40533B13C80E2F3B2F8FB|37,48265|-5,98397|0|128725,800|2026-01-01 00:00:35.0000000|3|875|13,90|21,00|
BD77016D8A0788FDEA33EBEEB7C3E8D9|38,31107|-,85340|18|122196,300|2026-01-01 00:00:35.0000000|3||||216
AB2715686143FEA35A9E9277266C2AFA|40,32822|-3,71952|54|7356,800|2026-01-01 00:00:35.0000000|3|1031|14,20|85,00|121
A623B63BAB377FFE921B890815DD66CC|40,46298|-3,77057|18|45164,345|2026-01-01 00:00:36.0000000|3||||35
BD77016D8A0788FDEA33EBEEB7C3E8D9|38,31104|-,85339|16|122196,300|2026-01-01 00:00:36.0000000|3||||193
661DF2DC9032CF155ED850B5A616B56A|40,97695|-4,26665|34|51439,445|2026-01-01 00:00:36.0000000|3||||278
2E9F99BCE8D8AD9DBEEC27CC587770E0|37,94237|-1,16091|0|43224,900|2026-01-01 00:00:37.0000000|3|826|13,80|88,00|0
1C9DBD320FDE3B99A7933C9E704D53B1|43,35261|-8,42786|3|16307,500|2026-01-01 00:00:37.0000000|3||12,20||0
BD77016D8A0788FDEA33EBEEB7C3E8D9|38,31103|-,85336|14|122196,300|2026-01-01 00:00:37.0000000|3||||171
31FD3B0DDEC40533B13C80E2F3B2F8FB|37,48265|-5,98397|0|128725,800|2026-01-01 00:00:37.0000000|3|878|13,90|21,00|
52F3B383E8BB7CDAF0D1CC0789FEB1DE|40,47209|-3,67355|0|11462,200|2026-01-01 00:00:37.0000000|3||14,40||
50523F82682338E4734165503AD345C0|39,08205|-,59486|0|74334,000|2026-01-01 00:00:37.0000000|3333||||0
D10CD8573FB67C77137DD093426FF5E2|37,66192|-1,70511|0|322,000|2026-01-01 00:00:37.0000000|3333|0|12,50|,00|
7C4B7A1661CDA0D5AE19AA635E4F2D85|40,46516|-3,80278|78|32633,400|2026-01-01 00:00:37.0000000|3||||125
B55768CA455827B5CB9DCE048BEAEDF5|37,82957|-,78579|0|46251,600|2026-01-01 00:00:38.0000000|3|0|12,40|88,00|0
A623B63BAB377FFE921B890815DD66CC|40,46310|-3,77050|32|-1,000|2026-01-01 00:00:38.0000000|3||||13
D51F36ACE2458329A6B27A7BC8052296|41,33241|2,13540|0|5090,700|2026-01-01 00:00:39.0000000|3||12,40||27
31FD3B0DDEC40533B13C80E2F3B2F8FB|37,48265|-5,98397|0|128725,800|2026-01-01 00:00:39.0000000|3|879|14,00|21,00|
BD77016D8A0788FDEA33EBEEB7C3E8D9|38,31105|-,85333|7|122196,300|2026-01-01 00:00:39.0000000|3||||66
2E9F99BCE8D8AD9DBEEC27CC587770E0|37,94237|-1,16091|0|43224,900|2026-01-01 00:00:39.0000000|3|830|13,80|88,00|0
9C0ED66C3B7EFC9E720319C8C5010D88|36,65007|-4,50136|10|-1,000|2026-01-01 00:00:39.0000000|3||||29
BD77016D8A0788FDEA33EBEEB7C3E8D9|38,31107|-,85331|5|122196,300|2026-01-01 00:00:40.0000000|3||||43
A623B63BAB377FFE921B890815DD66CC|40,46330|-3,77045|51|45164,383|2026-01-01 00:00:40.0000000|3||||5
22B48112D197E11CC0D6D5BEEEF1C2C4|40,34609|-3,81829|0|15963,000|2026-01-01 00:00:41.0000000|3333||||0
BD77016D8A0788FDEA33EBEEB7C3E8D9|38,31110|-,85330|9|122196,300|2026-01-01 00:00:41.0000000|3||||29
31FD3B0DDEC40533B13C80E2F3B2F8FB|37,48265|-5,98397|0|128725,800|2026-01-01 00:00:41.0000000|3|877|13,90|22,00|
2E9F99BCE8D8AD9DBEEC27CC587770E0|37,94237|-1,16091|0|43224,900|2026-01-01 00:00:41.0000000|3|829|13,80|88,00|0
9C0ED66C3B7EFC9E720319C8C5010D88|36,65011|-4,50133|11|38515,221|2026-01-01 00:00:41.0000000|3||||43
E42C1E321973869F005BF95D7E1AE733|36,65006|-4,50137|12|39036,200|2026-01-01 00:00:42.0000000|3||||54
F985CF9FEFD836B42076AF5C115B5754|38,83343|,05984|0|43768,000|2026-01-01 00:00:43.0000000|3333||||
A623B63BAB377FFE921B890815DD66CC|40,46369|-3,77040|46|-1,000|2026-01-01 00:00:43.0000000|3||||5
2E9F99BCE8D8AD9DBEEC27CC587770E0|37,94237|-1,16091|0|43224,900|2026-01-01 00:00:43.0000000|3|833|13,80|88,00|0
31FD3B0DDEC40533B13C80E2F3B2F8FB|37,48265|-5,98397|0|128725,800|2026-01-01 00:00:43.0000000|3|876|14,00|22,00|
E42C1E321973869F005BF95D7E1AE733|36,65010|-4,50126|21|39036,200|2026-01-01 00:00:44.0000000|3||||74
A623B63BAB377FFE921B890815DD66CC|40,46389|-3,77036|35|45164,448|2026-01-01 00:00:45.0000000|3||||11
31FD3B0DDEC40533B13C80E2F3B2F8FB|37,48265|-5,98397|0|128725,800|2026-01-01 00:00:45.0000000|3|882|14,00|22,00|
9C0ED66C3B7EFC9E720319C8C5010D88|36,65017|-4,50111|26|38515,242|2026-01-01 00:00:45.0000000|3||||78
2E9F99BCE8D8AD9DBEEC27CC587770E0|37,94237|-1,16091|0|43224,900|2026-01-01 00:00:45.0000000|3|828|13,80|88,00|0
8F34D961B94178EA38BFB31B43C05D21|40,39877|-3,40511|0|42819,500|2026-01-01 00:00:46.0000000|3|0|12,40|,00|0
A623B63BAB377FFE921B890815DD66CC|40,46397|-3,77032|33|45164,457|2026-01-01 00:00:46.0000000|3||||30
A623B63BAB377FFE921B890815DD66CC|40,46403|-3,77025|31|-1,000|2026-01-01 00:00:47.0000000|3||||48
661DF2DC9032CF155ED850B5A616B56A|40,97717|-4,26793|36|51439,555|2026-01-01 00:00:47.0000000|3||||287
2E9F99BCE8D8AD9DBEEC27CC587770E0|37,94237|-1,16091|0|43224,900|2026-01-01 00:00:47.0000000|3|833|13,80|88,00|0
9C0ED66C3B7EFC9E720319C8C5010D88|36,65020|-4,50095|28|-1,000|2026-01-01 00:00:47.0000000|3||||71
31FD3B0DDEC40533B13C80E2F3B2F8FB|37,48265|-5,98397|0|128725,800|2026-01-01 00:00:48.0000000|3|877|13,90|22,00|
A623B63BAB377FFE921B890815DD66CC|40,46407|-3,77016|32|-1,000|2026-01-01 00:00:48.0000000|3||||62
A623B63BAB377FFE921B890815DD66CC|40,46407|-3,77004|37|-1,000|2026-01-01 00:00:49.0000000|3||||87
BD77016D8A0788FDEA33EBEEB7C3E8D9|38,31129|-,85310|1|122196,300|2026-01-01 00:00:49.0000000|3||||0
2E9F99BCE8D8AD9DBEEC27CC587770E0|37,94237|-1,16091|0|43224,900|2026-01-01 00:00:49.0000000|3|828|13,80|88,00|0
9C0ED66C3B7EFC9E720319C8C5010D88|36,65026|-4,50080|24|38515,271|2026-01-01 00:00:49.0000000|3||||52
F5109CA07F00D82AEBA4ED859FF3534F|39,65654|2,94816|0|115617,300|2026-01-01 00:00:50.0000000|2||||
F5109CA07F00D82AEBA4ED859FF3534F|39,65654|2,94816|0|115617,300|2026-01-01 00:00:50.0000000|3333||||
31FD3B0DDEC40533B13C80E2F3B2F8FB|37,48265|-5,98397|0|128725,800|2026-01-01 00:00:50.0000000|3|877|14,00|22,00|
A623B63BAB377FFE921B890815DD66CC|40,46405|-3,76989|45|-1,000|2026-01-01 00:00:50.0000000|3||||97
A623B63BAB377FFE921B890815DD66CC|40,46402|-3,76972|55|45164,509|2026-01-01 00:00:51.0000000|3||||102
BD77016D8A0788FDEA33EBEEB7C3E8D9|38,31129|-,85310|3|122196,300|2026-01-01 00:00:51.0000000|3||||335
E4A86D3925C78AB3A2D095E08D8E350A|36,44367|-5,74142|125|12711,000|2026-01-01 00:00:51.0000000|3|1743|13,20|90,00|295
2E9F99BCE8D8AD9DBEEC27CC587770E0|37,94237|-1,16091|0|43224,900|2026-01-01 00:00:51.0000000|3|827|13,80|88,00|0
39740895B5CF6EDD97B25AED2105B5C9|40,97730|-4,26847|23|56104,900|2026-01-01 00:00:51.0000000|3|1323|13,90|-40,00|290
661DF2DC9032CF155ED850B5A616B56A|40,97727|-4,26833|27|-1,000|2026-01-01 00:00:51.0000000|3||||287
31FD3B0DDEC40533B13C80E2F3B2F8FB|37,48265|-5,98397|0|128725,800|2026-01-01 00:00:52.0000000|3|875|13,90|22,00|
661DF2DC9032CF155ED850B5A616B56A|40,97731|-4,26849|20|51439,604|2026-01-01 00:00:53.0000000|3||||292
2E9F99BCE8D8AD9DBEEC27CC587770E0|37,94237|-1,16091|0|43224,900|2026-01-01 00:00:54.0000000|3|767|13,80|88,00|0
31FD3B0DDEC40533B13C80E2F3B2F8FB|37,48265|-5,98397|0|128725,800|2026-01-01 00:00:54.0000000|3|878|13,90|23,00|
BD77016D8A0788FDEA33EBEEB7C3E8D9|38,31129|-,85313|3|122196,300|2026-01-01 00:00:54.0000000|3||||261
BD77016D8A0788FDEA33EBEEB7C3E8D9|38,31129|-,85313|3|122196,300|2026-01-01 00:00:54.0000000|3||||251
9C0ED66C3B7EFC9E720319C8C5010D88|36,65054|-4,50043|26|38515,316|2026-01-01 00:00:55.0000000|3||||49
AB2715686143FEA35A9E9277266C2AFA|40,32735|-3,71763|35|7357,000|2026-01-01 00:00:55.0000000|3|1608|14,20|85,00|97
15930FC904327E506C2885F5FEC62A8D|36,68171|-6,11570|0|26703,900|2026-01-01 00:00:56.0000000|3333||11,80||0
AB2715686143FEA35A9E9277266C2AFA|40,32737|-3,71738|36|7357,000|2026-01-01 00:00:56.0000000|3|1699|14,20|85,00|75
A623B63BAB377FFE921B890815DD66CC|40,46388|-3,76872|61|45164,595|2026-01-01 00:00:56.0000000|3||||95
412F2C99A85A6388D05B782A6626EDAE|40,49439|-3,37206|0|44165,300|2026-01-01 00:00:56.0000000|3|1091|14,50|47,00|
2E9F99BCE8D8AD9DBEEC27CC587770E0|37,94237|-1,16092|2|43224,900|2026-01-01 00:00:56.0000000|3|867|13,80|89,00|0
31FD3B0DDEC40533B13C80E2F3B2F8FB|37,48265|-5,98397|0|128725,800|2026-01-01 00:00:56.0000000|3|871|14,00|23,00|
661DF2DC9032CF155ED850B5A616B56A|40,97741|-4,26866|17|51439,622|2026-01-01 00:00:57.0000000|3||||296
AB2715686143FEA35A9E9277266C2AFA|40,32741|-3,71726|39|7357,000|2026-01-01 00:00:57.0000000|3|1790|14,20|85,00|64
AB2715686143FEA35A9E9277266C2AFA|40,32748|-3,71714|42|7357,000|2026-01-01 00:00:58.0000000|3|1879|14,20|85,00|54
61F17B8FAC196324BDAB1BE12161240D|41,47519|-1,37410|0|118810,500|2026-01-01 00:00:58.0000000|3333|0|12,30|,00|0
39740895B5CF6EDD97B25AED2105B5C9|40,97744|-4,26877|20|56104,900|2026-01-01 00:00:58.0000000|3|1736|13,90|-40,00|290
2E9F99BCE8D8AD9DBEEC27CC587770E0|37,94237|-1,16095|6|43224,900|2026-01-01 00:00:58.0000000|3|878|13,90|89,00|0
31FD3B0DDEC40533B13C80E2F3B2F8FB|37,48265|-5,98397|0|128725,800|2026-01-01 00:00:58.0000000|3|875|13,90|23,00|206
BD77016D8A0788FDEA33EBEEB7C3E8D9|38,31126|-,85317|2|122196,300|2026-01-01 00:00:59.0000000|3||||0
9C0ED66C3B7EFC9E720319C8C5010D88|36,65068|-4,50020|20|-1,000|2026-01-01 00:00:59.0000000|3||||56
7C4B7A1661CDA0D5AE19AA635E4F2D85|40,46230|-3,79834|81|32633,900|2026-01-01 00:00:59.0000000|3||||100
7C4B7A1661CDA0D5AE19AA635E4F2D85|40,46237|-3,79809|80|32633,900|2026-01-01 00:01:00.0000000|3||||89
AB2715686143FEA35A9E9277266C2AFA|40,32764|-3,71695|45|7357,100|2026-01-01 00:01:00.0000000|3|1938|14,20|85,00|35
2E9F99BCE8D8AD9DBEEC27CC587770E0|37,94240|-1,16097|9|43224,900|2026-01-01 00:01:00.0000000|3|1178|13,90|89,00|303
9C0ED66C3B7EFC9E720319C8C5010D88|36,65072|-4,50014|8|38515,349|2026-01-01 00:01:01.0000000|3||||68
31FD3B0DDEC40533B13C80E2F3B2F8FB|37,48265|-5,98397|0|128725,800|2026-01-01 00:01:01.0000000|3|874|13,90|23,00|0
7C4B7A1661CDA0D5AE19AA635E4F2D85|40,46256|-3,79783|79|32633,900|2026-01-01 00:01:01.0000000|3||||68
E42C1E321973869F005BF95D7E1AE733|36,65070|-4,50017|9|39036,300|2026-01-01 00:01:02.0000000|3||||40
A623B63BAB377FFE921B890815DD66CC|40,46401|-3,76761|43|-1,000|2026-01-01 00:01:02.0000000|3||||80
2E9F99BCE8D8AD9DBEEC27CC587770E0|37,94242|-1,16105|14|43224,900|2026-01-01 00:01:02.0000000|3|1392|13,90|89,00|300
31FD3B0DDEC40533B13C80E2F3B2F8FB|37,48265|-5,98397|0|128725,800|2026-01-01 00:01:03.0000000|3|869|13,90|23,00|0
E42C1E321973869F005BF95D7E1AE733|36,65071|-4,50016|9|39036,300|2026-01-01 00:01:03.0000000|3||||26
7C4B7A1661CDA0D5AE19AA635E4F2D85|40,46288|-3,79741|77|32634,000|2026-01-01 00:01:03.0000000|3||||45
AB2715686143FEA35A9E9277266C2AFA|40,32797|-3,71683|48|7357,100|2026-01-01 00:01:03.0000000|3|1991|14,20|85,00|6
AB2715686143FEA35A9E9277266C2AFA|40,32807|-3,71686|46|7357,100|2026-01-01 00:01:04.0000000|3|1953|14,20|85,00|349
A623B63BAB377FFE921B890815DD66CC|40,46406|-3,76739|27|45164,709|2026-01-01 00:01:04.0000000|3||||63
2E9F99BCE8D8AD9DBEEC27CC587770E0|37,94241|-1,16116|14|43225,000|2026-01-01 00:01:04.0000000|3|961|13,90|89,00|278
9C0ED66C3B7EFC9E720319C8C5010D88|36,65076|-4,50010|8|38515,355|2026-01-01 00:01:05.0000000|3||||353
E42C1E321973869F005BF95D7E1AE733|36,65076|-4,50016|9|39036,300|2026-01-01 00:01:05.0000000|3||||5
A623B63BAB377FFE921B890815DD66CC|40,46415|-3,76727|24|45164,723|2026-01-01 00:01:06.0000000|3||||33
2E9F99BCE8D8AD9DBEEC27CC587770E0|37,94243|-1,16125|15|43225,000|2026-01-01 00:01:06.0000000|3|1038|13,90|89,00|283
1D50E1E6BCCBDADAFAD572ABD379C137|39,49629|-,36972|0|95659,039|2026-01-01 00:01:06.0000000|3333||12,28||189
31FD3B0DDEC40533B13C80E2F3B2F8FB|37,48265|-5,98397|0|128725,800|2026-01-01 00:01:06.0000000|3|881|13,90|24,00|0
1C9DBD320FDE3B99A7933C9E704D53B1|43,35263|-8,42786|3|16307,500|2026-01-01 00:01:07.0000000|3||12,20||0
661DF2DC9032CF155ED850B5A616B56A|40,97759|-4,26967|42|51439,710|2026-01-01 00:01:07.0000000|3||||285
5B55A1C4BB87EF8189A024ECA60B2476|37,29636|-5,88518|0|40560,300|2026-01-01 00:01:07.0000000|3333||||0
52F3B383E8BB7CDAF0D1CC0789FEB1DE|40,47209|-3,67355|0|11462,200|2026-01-01 00:01:07.0000000|3||14,40||
4F7B74AD4F22CE4E4BF1D4364275D220|52,20222|6,80904|0|29957,400|2026-01-01 00:01:08.0000000|3333|0|12,80|,00|0
B55768CA455827B5CB9DCE048BEAEDF5|37,82957|-,78579|0|46251,600|2026-01-01 00:01:08.0000000|3|0|12,40|88,00|0
AB2715686143FEA35A9E9277266C2AFA|40,32849|-3,71695|40|7357,200|2026-01-01 00:01:08.0000000|3|1619|14,20|85,00|357
2E9F99BCE8D8AD9DBEEC27CC587770E0|37,94245|-1,16137|17|43225,000|2026-01-01 00:01:08.0000000|3|1429|13,90|89,00|282
31FD3B0DDEC40533B13C80E2F3B2F8FB|37,48265|-5,98397|0|128725,800|2026-01-01 00:01:08.0000000|3|875|13,90|24,00|0
0C061162DD72DE7E6E18882A17801A08|42,99431|-3,00735|0|65845,400|2026-01-01 00:01:08.0000000|3333|0|12,70|,00|0
88CDB4A0E40973C10DF3FA24B0E7A9CC|40,40137|-3,39997|0|34554,437|2026-01-01 00:01:09.0000000|3||||0
9C0ED66C3B7EFC9E720319C8C5010D88|36,65086|-4,50012|9|-1,000|2026-01-01 00:01:09.0000000|3||||13
D51F36ACE2458329A6B27A7BC8052296|41,33241|2,13540|0|5090,700|2026-01-01 00:01:09.0000000|3||12,40||0
A623B63BAB377FFE921B890815DD66CC|40,46501|-3,76682|0|-1,000|2026-01-01 00:01:09.2300000|1001||||227
A623B63BAB377FFE921B890815DD66CC|40,46457|-3,76732|44|-1,000|2026-01-01 00:01:10.0000000|3||||358
